label	content	text2
6	What is free masonry? Freemasonry is a group of men that profess a belief in a higher power (God) and who wan tt o live their lives according to a moral code.  THere is no magic, or other weird stuff.	
1	What is xylitol used for in the body? Studies using xylitol as either a sugar substitute or a small dietary addition have demonstrated a dramatic reduction in new tooth decay, along with arrest and even some reversal of existing dental caries. Xylitol provides additional protection that enhances all existing prevention methods. This xylitol effect is long-lasting and possibly permanent. Low decay rates persist even years after the trials have been completed.	
8	Im not sure if a guy likes me? And if you read my details and think he does>How do I approach him?DUDE LOOKS AT ME AT LEAST ONCE A DAY. AND I DANCED WITH HIM ONCE (KINDA) AT A PARTY. SO DOES HE LIKE ME OR I JUST IN THE WAY OF WHATEVER HE'S LOOKING AT. AND IF HE DOES HOW DO I APPROACH THIS PERSON THAT I AM BEING TO LIKE MYSELF.most likely... just say hi and like start being friends with him	
0	wHO CAN HELP ME TO IMPROWE MY ENGLISH?!?I need help!!Where are you from? you are in a very good place, you can read as much answers and questions as you can and that would be helpful. But you can listen to english in sings, movies, TV series, that can help too. \nOf course the better way is to practice speaking with persons who doesn't speak your own languaje.	
4	when i get some e mails, instead of a picture i get a blank box with a red square, why do some work that way? it's b/c it's in HTML. at the bottom of the e-mail click show html.\n\nIt may be b/c they loaded from a memory card and then they unplugged the memory card.	
0	how manay languages in the world are most popular? Can you restate your question? Do you mean: list popular languages based on the population of people speaking them? If so, then I think Chinese would take the prize, followed by Spanish, English, Russian, and so on.\n\nHere's the list from about.com:\n\n1. Mandarin Chinese - 882,475,389\n2. Spanish - 325,529,636\n3. English - 311,992,760\n4. Hindi - 181,780,905\n5. Portuguese - 178,557,840\n6. Bengali - 172,756,322\n7. Russian - 146,327,183\n8. Japanese - 128,278,015\n9. German - 96,047,358\n10. Wu Chinese - 77,998,190	
3	How can I become a genius?I want to know languages.Geniuses aren't created - they're born.  Intelligence is simply the capacity to learn.  Many geniuses tend to be under-achievers, for various reasons, and many people with less than genius IQ accomplish great things in their lives. \n\nDon't set your sights on being a genius; set them on succeeding in your chosen path in life. :)\n\nLearn languages while you're young.  As you get older, it will become more difficult.	
2	What's the best type of insurance for a college student? It depends on what type of insurance you're looking for. I guessing in this case you mean medical insurance. There are a ton of medical insurance providers and basically what it comes down to is what you need that service to provide. Many colleges provide medical insurance to the students who need it, ask your college what services  there insurance provides and where they are covered. For a list of insurance providers look at the links below. There is a link specifically for stundents.	
6	Why is God so cruel to poor people?Is he a sadist?God isn't cruel to poor people.  Rich people are cruel to poor people, so they can remain rich.  If they share the wealth and intelligence with the peasants, they'll have to share the gold too.  The world has plenty of resources so there should be no poor people, that's not Gods fault.  Stop blaming God for everything, that's a copout.	
6	How many questions are you allowed to answer here per day? As you attain higher levels, you'll also be able to contribute more to Yahoo! Answers - you can ask, answer, vote and rate more frequently.\nLimits (per day) Level\nUnlimited Questions, Answers, Votes & Ratings 5, 6, 7\n40 each: Questions, Answers, Votes & Ratings 4\n30 each: Questions, Answers, Votes & Ratings 3\n20 each: Questions, Answers, Votes & Ratings 2\n10 each: Questions, Answers, Votes & Ratings 1	
1	Which substance is actively transported out of the cell into both seawater and brackish water? Water.\n\nSpecifically, pure water.\n\nCells try to equalize the salt content of the water inside and outside. If the water outside is salty, the cell will release water to dilute the outside salty water.	
8	what to do when you like someone and you feel they dont like you? You cant force love..but maybe you can get them to like you..Find out their intrest and hobbies and get to know them on that level first..then really see if you still like them!	
0	how do i get my mother to lie to my girlfriends parents? You shouldn't have to lie about anything if it is a good relationship.And you only become less of a person trying to get your parents to lie for you.	
8	I've liked this guy since last semester.  It seems like he likes me too.  What should I do? talk to him. Maybe suggest a casual, group like date at first and go from there. Or if you are braver, try asking him to a more casual date, like maybe out for lunch, or coffee. Make it seem like you just want to chill and talk, nothing too overwhelming yet.	
3	i see answers but i can't reply?i need help now i have a big test tomorrow!just ask another question.. believe me it will help. but remember that you can ask only 3 more questions. use the add detail button (on each qns) to ask more if you want.\n\nanother workaround maybe to create another yahoo id and ask qns.\n\nhave fun. and best of luck for tmrw's exam	
9	"What's your favorite Bushism?""Who could have possibly envisioned an erection — an election in Iraq at this point in history?"" —George W. Bush, at the white House, Washington, D.C., Jan. 10, 2005""There's an old saying in Tennessee — I know it's in Texas, probably in Tennessee — that says, fool me once, shame on — shame on you. Fool me — you can't get fooled again."""	
5	i am a karate techer.i want to have an advance tarning for one month in the forgen country in same field?i am a karate techer.i want to have an advance tarning for one month in the forgen country in same fieldGee I wonder which foreign country would have advanced karate training ... being a karate teacher, perhaps you could tell me which one would be best?	
6	"What is the most expensive pen? quoted from first source:\n\nItalian pen manufacturer Montegrappa has unveiled what is reputed to be the world's most expensive pen. The ""Peace Pen"" is fashioned from platinum and comes with Baccarat crystal panels and an array of fine diamonds totalling more than 1,200.\n\nPriced at a staggering AED4.7 million (£679 000)...."	
5	"Where is a good place to go whitewater rafting around ohio? The Youghiogheny River, or Yough (pronounced ""yawk"") for short, in Ohiopyle, PA is a fantastic white water rafting river.  There are several levels of rafting on it, from basic to adventure, depending on which part you raft. I've been on it many times.  It's about 4 hours from Columbus or Cleveland."	
8	I love a man .I tell him i love you or not!!!!?I feel that i love him but he doesnot want to say it .I ask myself for how long but i couldnot answer ,so i ask you to advice me i tell him i love you or notWell, i think you should take it slowly but when the time is right tell him how u feel	
0	should i tell a boy i like happy valentines day or no?i need ur help because valentines day is coming n i dont no weather to tell him or not to tell himsure you do..tell him!   maybe he's asking himself the same question  ;)	
9	can immigration papers be faxed to nvc?need papers sent to usa from forein countryWhat is it that you are sending them, the best thing is to phone the NVC and ask them, my best answer to you would be to photo copy them for your records and overnight them..... Are you sending in more info for forms you already sent to them?call them 1 603 334- 0700	
1	What sense does it make that factorial of zero is one? It is supposed to make perfect sense. Number of ways to arrange 0 things is 1, since there are only one way, doing nothing.\nNot only that, this works nicely when you work with combination. There is also a generalization of factorial in real numbers, and you can also get 0!=1 from the new definition of factorial in real numbers.	
5	I would about twin turbos set up on a 4 clinder engine 2.2? It has rarely, if not never been done before. twin turbo set ups usually work with very small turbos, with one turbo spooling initially, and the second turbo spooling at higher gears/rpms. I suggest a single turbo set up, as it conserves space. I cant even imagine what a twin turbo manifold on a 4 cyl car would look like.	
4	"Is it possible to ""enable"" my HP6L and HP 950C printers to use WI-FI?I have 2 printers.My trusty HP950C and an old HP6L.I would like to get them onto a WI-FI network so as to eliminate the need for cables. Does anybody know if it is possible to do this?\nThanksOne of two ways \n1st if it is usb you can use this little usb key looking thing\n2nd you can buy a inexspesive mini print server ($50-$200) see below links"	
1	What is sun solsticces? it is a period of time in which the earth's tilt in relation to the sun changes. There are 2 days every year that have this happen. June 22nd, or the summer solcistice,(if you are in the northern hempishere, your half will be closer to the sun)  and the winter solcistice (northern hemphishere is away from the sun). check out these sources for more info...	
6	How to read mind correctly? Are there tips for mind reading? NVC\nNon Verbal Communication, study it, we all use it unconsciously (most of the time).\n\nWhen we lie (creatively/imaginatively) we access different parts of the brain to re-calling (knowledge). People often exhibit micro-gestures such as a quick eye-movement to to left or right, which can reveal this, if you're paying attention\n\nIn the UK there is a TV entertainer who is just bizzare at this\n\nDark side warning... do not stray young Jedi	
8	If a guy you respect asks you out, what is the nicest way to refuse without offending him?I am a young girl and I am just not ready to go out, I am anticipating being asked out for a serious relationship. I want to still be friends so I need to say no nicely.You answered your own question.  Just be honest and tell the truth.  If you are not ready say so.  If he is mature and respects that he will understand.  Good Luck!	
9	What are the peoples names that are in the current cabinet positions? Department of Agriculture\nSecretary Mike Johanns\nDepartment of the Interior\nSecretary Gale Norton\nDepartment of Commerce\nSecretary Carlos Gutierrez\nDepartment of Justice\nAttorney General Alberto Gonzales\nDepartment of Defense\nSecretary Donald Rumsfeld\nDepartment of Labor\nSecretary Elaine Chao\nDepartment of Education\nSecretary Margaret Spellings\nDepartment of State\nSecretary Condoleezza Rice\nDepartment of Energy\nSecretary Samuel W. Bodman\nDepartment of Transportation\nSecretary Norman Mineta\nDepartment of Health & Human Services\nSecretary Michael O. Leavitt\nDepartment of the Treasury\nSecretary John Snow\nDepartment of Homeland Security\nSecretary Michael Chertoff\nDepartment of Veterans Affairs\nSecretary Jim Nicholson\nDepartment of Housing & Urban Development\nSecretary Alphonso Jackson	
9	How did JFK effect our economy? he came up with aplan that pleased many americans but he didn't have time to see the flaws before he was killed the problem is many other presidents didn't see the flaws either and its avery big reason we are in financial debt i dont think they were corrected until reagan got in to office but my memory on this subject is only a85%	
0	"Is a sentence like ""the sending of a signal"" correct in BE? otherwise what can I use instead of ""the sending""? There's nothing wrong with the phrase ""the sending of a signal"".  It's grammatically correct, although it's definately a more formal, wordy way to put it.  \n\nWithout a bit more context, it's hard to give alternative suggestions...maybe you could try ""sending a signal"" or ""signal-sending"", or even ""the signal is (was) sent""."	
1	Two friends have some twenty-dollar bills in their pockets and each has less than five hundred dollars.?If the first person wins the contest of 200 dollars they tell you that they will then have the same amount at their friend.  How much does each of them have.If the contest is a bet between the two friends, then the first person has $400 less than the second person.\nOne answer:\n$80 and $480\nIf the first person wins the bet, both people will have $280.\n\nOther answers:\n$60 and $460\n$40 and $440\n$20 and $420	
9	Can I switch from section 8 housing in Louisiana to section 8 housing in California?if so how do i do it??You can take your section 8 voucher anywhere ther is a housing athority.  Let your caseworker know, they will tell you what needs to be done.  You do NOT need to apply to the waitlist in another agency.  Your voucher is yours for life and will travel with you whereever you want	
3	Need help regarding MBA ?I need someone who is doing MBA .So, we can share our problem and material with each other... It can be benefit for us..I just got done with my MBA, what kind of help do you need?	
0	How do i make my girlfriend happy  on these valentine day since the name of my lovely girl is Valen.? Express how you feel about her in a way that is meaningful for both of you.  No matter what you get her, just make sure it comes from the heart.	
6	How do you tell your roomate that you want to move out when the lease is up?The roomate is one of your best friends and this is the first time you two have lived together.I think its best to be honest.  Tell her as soon as possible so she can either find another roommate or find another apartment.  Honesty is always the best way to deal with things, especially if you want to remain friends.	
2	How can i safely lose 10 pounds? Exercise is always the best solution.  Also, try to think about something that you do daily (drink a soda, have a cup of coffee with creamer, eat a piece of candy), and replace it with a healthier option.  You'd be amazed at how making a small change, and THINKING about what you eat, can make a big difference in your health!	
9	I heard that if you shoot someone below the waist, it's not considered attempted murder. Is this true? The issue is what the person intends when they shoot.  If they intend to kill but misfire and hit someone below the waist, it is attempted murder.  Ironically, when it comes to murder itself as a crime intent is less important.  A person who does not intend to murder (i.e. aims below the waist) but nonetheless renders a fatal wound is guilty of murder so long as the person intended to shoot the gun.	
7	Did Joey get cancelled?The Thursday night NBC lineup is totally different now and there's no Joey at all.  Is he gone forever? :(Officially, it is on hiatus. There are still a few unaired episodes and it will likely reappear after the Olympics. But, unless it catches fire in the ratings, it is highly unlikly to return.	
6	how much money does a massage therapist make in california? Not much... the pay is sporadic, unless you work for a chiropractor. You get paid per massage, usually from $50-80 an hour depending on where you are working. My fiance got his massage therapy license, but when the reality of the low pay set in, he gave up and went back to school.	
3	Should i study in dentistry department or music department(guitar) ? depends on what will make you happier. If money is what makes you happy go for dentistry. I know a ton of broke arsed musicians, but dentists make a ton of money and are in high demand. (ever wonder why you have to wait weeks for a dental appt.)	
2	What do guys like to do with girls?? depends on the girl. some we love, some we hate, some we dont care. some we talk, others joke, others argue, other have intimate relations with. it all depends on the combination of guy to girl. there is no one answer.	
9	"what is the legal age of marrige in the state of ohio? With parental consent: (I quote)\n\n""Male: 18 – parental consent and/or permission of judge required.\n\nFemale: 16 – younger parties may obtain license in case of pregnancy or birth of child. Younger parties may marry with parental consent and/or permission of judge""\n\nWithout parental consent: (I quote)\n""Male: 18\n\nFemale: 18""\n\nFrom: \nhttp://family-law.freeadvice.com/ohnoparentalconsent.htm"	
6	How can I tell if a coin is silver and not some other metal.?I was recently given a sack of old foreign coins from a relative. Most are probably worthless but a number of them look like silver. How can I determine if a coin is silver.\nThanks,\nRoger WilliamsPlace a small lump of boiled egg yolk against the edge of the coin for several hours or overnight.  The sulfur in the yolk will make the contact point on the coin edge turn dark gray or black (formation of silver sulfide).	
3	why  infectivity of syphilis is different during its various stages?I know that syphilis is only infective during the first 2 satges(during the first four yrs of latency),does any one have a clue about the reason?!This isn't a Special Education question.	
9	"explain how a kickback works? Usually a kickback is to a person who is in a decision making position or position of influence when it comes to government contracts.\n\nA company tells them, ""If you get us hired or get us the contract, we'll give you x amount of dollars...""  or some other thing of value.\n\nThe person receiving the kickback then accepts the contract or recommends it for approval to whoever makes the decision."	
2	is it possible to get permanent eye damage if you open them underwater in a chlorinated swimming pool? THATS A GOOD QUESTION \nCHLORINE CAN CAUSE DAMAGE IF YOUR EYES ARE EXPOSED\nTOO LONG BUT I HAVE NEVER HEARED OF ANYONE WHO HAD PERMANENT DAMAGE	
4	i'm trying to install a cd for the drivers for a cheap mp3 player but it keeps saying I need Win98?I have tried the Compatability Wizard in XPs help and support menu but to no avail.Try going to the cheap mp3 players web site and download the lastest xp driver for the player. should work. if not buy a new player. GOOD LUCK	
5	what is the average heartbeat per minute for a 44 year old, man? It depends on how active you are. It shouldn't be over 100 resting(thats if your in bad shape). If your in really good shape, it could be as low as 50. Any where in between is average especially from 60-75. Lance Armstrong's resting heartbeat at the peak of his career was 46 beats per minute resting. That shows he is in amazing shape.	
4	Can someone tell me how to use VNC viewer? What is the software used for?I downloaded VNC Viewer, but i dont know what it is used for. Is it a free software??Most versions are free; the best is UltraVNC. It allows you to remotely control a different computer via TCP/IP.	
6	Do you think I should go out with this boy i really like or maybe love. We have everhing in common. He's sweetHe is so sweet We have every thing in common Like for instict he loves the same show my wife and kids and we were both born in Puerto Rico I love him so muchif no one is married, or with a couple, i don't see why not\nyou got to try knowing new people! =)	
0	BIG QUESTION: how do you...?tell the man you love that once saved always saved is wrong .. how do you convert him from babtist to church of Christ????? HELP!!!!!!!!!!!!!!! only mature people answerYou don't convert. You love people for the person that they are. You can tell people how you feel and hope they see your point, but you shouldn't press more than that.	
7	"The 12th but not the final riddle.?There is a barrel with no lid and some wine in it. ""This barrel of wine is more than half full,"" said the Madam. ""No it's not,"" says the man. ""It's less than half full."" \n\nWithout any measuring implements and without removing any wine from the barrel, how can they easily determine who is correct?Well, they could pour exactly half a barrel of wine into the barrel and see whether it overflows."	
8	Do we project what we want on are potential mates? In any relationship there is a 2 way interactino of wants, needs, desires, hopes, dreams and likes and dislikes.  We may not project intentionally onto the other person, but because we have our own personal standards, we have to measure them in the same light.\n\nSo, yes, we do project to some extent.	
3	Is anyone here a veterinarian? Preferable graduate of A&M University in Texas?I have discouragingly failed algebra this semester and would like to speak with someone in depth their rememberance of their curriculum.If you're going to be a vet anywhere, you'll be going into pre-med, and that involves a lot of math, so if you're worried about it now, you may want to start getting tutored. It's cheaper than failing a class and having to retake it.	
7	I want to file share like the old days when napster first came out? if u want to get a good deal legally, go to thedownloadplace.com.  it's like napster....tho you pay an initial fee....you can download as many songs as you want...you don't pay per song, so you can end up with hundreds of songs for only one payment. It's a good deal and you won't get hassled by greedy record companies.	
1	What's the Best Astronomy & Science Web page on the Internet?A page with lots of Flash and Interactive things. Not only an Astronomy Web page but also a page with lots of Science !!!Try these out...\n\nGreat astronomy stuff on this one and some amazing pictures...\nhttp://hubblesite.org/\n\nMany questions you may have on science...\nhttp://science.howstuffworks.com/	
9	What do you think of the Mexican Military crossing our borders whenever they feel like it?Homeland Security report: 216 incursions into U.S. made by Mexican military\n\nRead the article by using the link below.\n\nhttp://dailybulletin.com/news/ci_3404101It's not just about taxes. Many illegal immigrants commit violent acts among other things. 9/11 happened because nobody gave a damn when the highjacker's visas expired. Poor border control and illegal immigration is not only costly, it's extremely dangerous.	
1	"how did betelgeuse get it's name?how did betelgues (the star) get it's name?The name Betelgeuse is a corruption of the Arabic ""yad al jauza,"" which means the ""hand of al-jauza,"" al-jauza the ancient Arabs' ""Central One,"" a mysterious woman.\nAnother theory is Betelguese and the related names derive from the Arabic phrase Ibt al Jauzah meaning ""The Armpit of the Central One"".  The designation Al Mankib means in Arabic ""The Shoulder"". \nSee second reference for diagram:"	
1	What is that characteristic voice we hear at night in open spaces?It is some 'trr...trrr..'type of voice.Very much used in movies as a background noice to enhance the effect of darkness.i used to ask my father 'bout this. and he said dont pay attention to useless things.in punjabi i think v call it binde.i m not sure	
0	combien de mots y'a t-il en francai?how many words in frenchbah, je suis pas sûre, mais il y en a beaucoup (mais moins qu'en anglais, par exemple).  j'ai trouvé qu'il y a plus de 25,000 dans les premiers deux tomes (du dictionnaire officiel - da A à Mappemonde), et ça était il y a dix ans, je crois.\n\nC'est difficile à dire combien exactement, sans le lire.  et moi, j'en ai pas d'envie/de temps.\n\nsorry, j'éspère que ça t'aide un peu...	
9	"wat is a government? A government is the body that has the power to make and enforce laws within an organization or group. In its broadest sense, ""to govern"" means to administer or supervise, whether over an area of land, a set group of people, or a collection of assets. The word governement is derived the Greek Κυβερνήτης (kubernites), which means ""steersman"", ""governor"", ""pilot"" or ""rudder""."	
3	who designed the salvadorian flag? The flag was designed by Manuel José Arce when he was named chief of the Salvadoran militia which fought against Mexico 1822, remembering the colours of the Argentinian generals San Martín and Belgrano. Arce told the idea to his wife Felipa Aranzamendi and his sister-in-law Antonia Manuela [Aranzamendi?], and they both made the Flag of El Salvador Province in white and sky blue silk.	
3	Is TSI(Triple sugar & iron) agar used in the identification of Streptococcus suis and S. porcinus? pls...? PLEASE CHECK WITH A DOCTOR....THIS IS ONLY A STATEMENT!!!!!   Disabling Infections of the bones..{BURSITIS } .......{ Streptococcus} A spherical-Shaped bacterium found in chain arrangerment, when observed microscopically,Some types cause disease, such as scarlet fever and sore throat.	
9	"what is a good quote about the whole bush and nsa eavesdropping thing?what is a good quote about the whole bush and nsa eavesdropping thing? im doing a paper and i need a ""grabber""""They that can give up essential liberty to purchase a little temporary safety, deserve neither liberty nor safety.""\n-franklin"	
3	LIST ARMY RANKINGS FROM TOP TO BOTTOM.? There are tons of ranks, too many to list here.  Have a look at the link below to see them all.  The President of the USA is at the top, and Private is at the bottom.	
3	Why do Teachers give me so much homework?I'm in GT(Gifted and Taleneted) classes. And We have a different superlong assignment every week. Not to mention the other teachers for the sixth grade. At this moment I have 2 projects, after tomorrow I'll have 3. All are supposed to be done out of class. Why do teachers hate the smart so much?please don't feel bad. i'm also in the 'smart math' program and i have twice as much homework. but, if you try to understand the homework, you'll get good grades.	
5	"What is the best exhaust setup for my 2000 Dakota pickup with a V-8? True Duals - Gibson headers  2.5"" pipes (no cats) with two Gibson     1 input 2 output mufflers exiting out each side right before the rear tires (if there is room). Awsome Sound and a HP gain you can Feel!"	
1	TIME PERIOD THAT ANCIENT GREECE MOST INFLUENCED THE WORLD? The period from 600 B.C and for like a thousand years more so it ends around 300 or 400 after christ.although greece had an important role with byzantioum and greeks affected romans with their spirit in the Roman Empire.after turks came in greece it just couldn't move on.	
7	"where can i purchase a book about music notes, the industry, and tips and pointers to make beats and recordingtips and tricks on how to make sound quality beats, how to use mixers and recorders, music notes?  Wat's points mean in the music industry, wat's royalty in the music business mean?If you go to Amazon.com and enter in a keyword like ""music industry"" and see what comes up."	
6	Do you get annoyed if you answer a question...?And you're the only response but the person doesn't vote you as the best answer? Esspecially if your answer is good?I would. However, some people choose to let their questions go for the full two weeks in an effort to get more responses. If after two weeks they don't vote yours the best, you're within your right to be annoyed. =).	
8	My best friend hits on me all the time but I only like him!Help!?What should I do if later in the future he trys to um..go far.Tell him the truth. he's your best friend, he would understand. Just letting him do what he wants may make him think that you like them too.	
2	does it show in ones penis if he is sterile? You can see some side effects of low fertility, however not sterilty itself. Side effects of low fertility in the form of low testosterone would appear in the testicles: the testicle sack would appear unusually tight.	
6	can you sue your spouse for cheating on you? while it can be considered a breech of contract i dont think you can you can only divorce your wife. talk to a lawyer and see what steps you need to take.	
6	"Whats the mesage behind American Idiot? They are voicing their opinion on the current state of the US media. More particularly how they deem it to be a propoganda machine for the Bush agenda (""red neck agenda"") that has done a very good job of keeping people scared and in a state of hysteria regarding the War on Terror. They are asking people to wake up and see the light and stop this media/government control of thought and reason - hence ""I don't want to be no American Idiot"""	
7	does anyone know who owns a stratosphere double neck guitar for sale.?the  stratosphere guitar was made in the 50's and was on one of jimmy bryants albums.I don't think they make Stratosphere anymore. If you want double-necked, try Gibson or Washburn.	
3	Why japanese girls are shamed too much and they dont like foreign peoples??? I don't think japanese girls are shamed. They are just not used to communicating with foreigners as there are not so many foreigners in Japan after all. Most of them don't speak English or foreign languages so they must kinda be freaked out when foreigners try to approach them I guess. If the foreigners understand Japanese language, they should feel easier. \nI'm sure that more and more Japanese (not only girls) are interested in foreign cultures as well as people.	
7	Can someone tell me what is the whole limeric of: There was an old man from Nantucket.?Every single sitcom that has that limeric starts it off and never finishes it. Is it dirty? Is it even real? Who is this frigging old guy from Nantucket???OOh, I know this one!\n\nIt was published anonymously in the Princeton Tiger; it goes\n\nThere was an old man of Nantucket\nWho kept all his cash in a bucket\nBut his daughter, named Nan,\nRan away with a man--\nAnd as for the bucket, Nantucket.\n\nAin't it awesome?  And what is scary: this came off the top of my head.	
9	Is it legal to resell copyrighted school textbooks through online auction sites?I want definite and correct answers, thanks a lot.Only if you are re-selling the original copy produced by the publisher.\n\nIn other words, you cannot reproduce the text book and sell it - WHETHER OR NOT you give credit to the author/publisher.	
0	What is god's name, (the creater of the world)?there is many of  gods,the god of war, the god of wicked, the god of Warriors, the god of the earth\nik this answer but i want to know if anyone really knows what god is the creater and is the most high overallJehovah	
3	"Is there really a Mountain called Brokeback? Hello!\nI was asking the same question. Apparently, the ""brokeback mountain"" is at Kananaskis Country, Alberta, Canada. And the specific mountain that we saw on the movie is called ""Windtower"". for pictures, go to http://community.webshots.com/photo/173114198/384324131lKTVwy Enjoy!"	
2	how much weight should a woman lose per week? There isn't really a good answer to this. It really depends if you are getting the proper nutrition and the proper protein. It also depends if you are really over weight or if you need to lose 10 pounds. A person that is over 100 pounds over weight could lose 5 pounds or more a week.  compared to a person needing to lose 10 pounds could lose 1 to 2 pounds a week.\n\nSerious inquries check out this link.	
6	How does a fire alarm work? i'd worry about the other answer. they can't spell at all.\nthere are many difference ways a fire alarm can work: photoeletric smoke detector\nionization amoke detector\nfire gas detector\nUV and/or IR detectors\nmany differenct types of heat detectors\n\njim davis\na.a.s. fire protection technology\nadvanced fire inspector	
7	What happend to Jonathan Anitan from the TV show blow out? Did he have the baby etc? i know he got engeged and that his fiance is pregnant. and that was almost a year ago. so i assume that she had the kid. i think bravo is comming back with a third season of blow out soon anyways.	
5	I have a new pair of tall riding boots. is their a product that will help me break them in fast? Sure!\nGo and buy som Saddle Soap.  Take a cotton cloth and wet it.  Follow the directions on the can and apply several times and it will soften the leather as well as provide protection from water and sun.\n\nGood luck!	
8	Would you fake an orgasm just to avoid offending your partner? I fake occassionally cuz my man is one who will never stop till he feels the job is done and very rarely I have a day where I just don't feel like having an orgasm...it still feels good and I love the intimacy with my hubby, I just don't feel like getting off. And my man will not quit until the job is done.	
9	Bigger government or Less government? A bigger government means more everyday control of its citizens.\n\nA smaller (less) government means less everyday control of its citizens.\n\nControl is the opposite of freedom.\n\nWhich is better depends on whether you prefer being controlled or being free.	
4	Is there any way to underclock a P4 Laptop for the purpose of saving battery power? Over/under-clocking is rarely a simple task on a generic computer.  If it isn't done automatically and can't be done in the BIOS (watch as your laptop boots), I would't mess with it.\n\nNext time around, make sure you get a mobile processor in your laptop instead of a desktop replacement if battery life is a concern.	
6	Who are more intelligent men or woman(i think we know the answer)? Men and Women can be equally smart it does not depend on what sex you are, but who god made you. It takes all kinds to make this world wonderful.	
8	about a girl part two..?(continuation from http://answers.yahoo.com/question/index;_ylt=AmhmDyFu0OzKIj3J.jZX2WPsy6IX?qid=1006010300536)\ni talked to her today and she told me it happend to her before that someone told her she's beeing liked and didn't care to much. as i expected :(\n\nhow is it possible to make someone like you, or see something in me, if i don't see anything?You can't make someone like or love you. Just be yourself and don't push the issue with her....K	
4	How do I get a buyer to leave me feedback on eBay?I have several customers that bought from me as far back as last July and still haven't left me any feedback.  I have sent them emails (I was nice!)to ask them to, but no response. I know they received what they bought, because I tracked their packages. Or maybe I should leave well enough alone, and thank my lucky stars I didn't get a negative one!!!Just ask them to please leave feedback. Trust me, i have sold lots of items on ebay and it has positive effects.	
9	Why didn't Arnold, California's governor, not stop last night's execution? Why should he....just because the guy is black and wrote a few childrens books and said he is reformed?  No...tookie started and organized one of americas most dangerous gangs that have killed thousands of people...even though he only killed 4 still doesnt make it right...AN EYE FOR AN EYE...tookie was found guilty in a court of law	
5	What do you need to do in order to not to be recognized after burglarizing a bank?I think they are already tracking me because of my fingerprints.Hurry! Drive to Mexico! Quick Quick, I think I can hear them coming.\n\nWhy do you have your email address as your username? You're not the brightest criminal are you?\n\nYou could cut off your fingertips. Whilst your are at it, cut off the tip of your penis too. You never know with todays technology, there may be a way of tracing that.....	
2	What is the true color of our Blood? In humans and other hemoglobin-using creatures, oxygenated blood is a bright red in color. Deoxygenated blood is a darker shade of red, which can be seen during blood donation and when venous blood samples are taken. However, due to an optical effect caused by the way in which light penetrates through the skin, veins typically appear blue in color. This has led to a common misconception that before venous blood is exposed to air it is blue.	
3	what role does math play in life? Besides money, everyday math helps you plan for parties, select the right car parts and correctly double Aunt Jo's cookie recipe.  Some professionals use math to design iPods, Sirius radio, and the hybrid Honda Civic.  Other professionals use math to save the rain forest, create bionic eyes, and find new sources of energy.  Higher order math provide theories or guesses into the unknown such as the origin of the Universe or the existence of n-th Dimensions.  For me, math is mostly about money.	
9	Dual citizenship?my Dad was in the military an I was born in Japan. How do I find out if I have duel citizenship?You can only have dual citizenship if your father was a citizen or your mother was a citizen, and your father was unknown or stateless. Even then, you would have to choose which citizenship you wanted by the time you turned 22.	
5	"What's Detroit going to do with all the homeless people and crack addicts while the SUPERBOWL EVENT is in town With the city's encouragement, a local homeless shelter was going to offer a three-day ""party"" over Super Bowl weekend that would provide food and a big-screen TV -- and would also cut the visibility of our most downtrodden citizens."	
7	Do you think harry Potter has subliminal messages?Do you agree that its a novel made to spread the act of the occult and devilish, instead of a book trying to show a world of fantasies and entertaiment.All I know is that i wanna see Hermione's nips in the next one.	
7	Who here watches Avatar the Last Airbender on Nickelodeon?What do you think about the show? As for me I think it is very intersting. I can hardly wait for the second season to start.i Love it! the new season starts March 17th. Yay!	
1	"i want to know about how does the homolytic cleavage in chemistry education happened.? Homolytic Cleavage is most evident in the movie ""The Bird Cage"" when Nathan Lane puts on that tight dress and dances around with his man bosoms exposed at the top, forming a slight crevice between them.  This is only one example, but it is the most commonly cited.  And probably the most commonly SIGHTED for that matter."	
0	What's your biggest pet peeve and why?I want to know the pinnacle of what gets your goat and really pisses you off.I can put up with a lot unless it's not fair. When injustice occurs.....I become a totally different person. My pet peeve is people that just do what they do for the sake of themselves no matter how unfair it might be to so many others.	
7	Is Eminem the current King of Hip Hop / Rap? He was the king of Hip Hop maybe... 7 years ago.  Now he's the king of Hip POP.  He's about money now, not about proving his MC skill.  He can still spit it but not like on his Infinite CD.	
8	How long before a womans Vagina tightens up when you haven't had sex? Usually a few months to get back to virgin tight.  Kegel excercises may be a huge benfit though in which she can tighten herself up almost at will.	
9	i pay child support to my ex girl friend for our daughter legally can i claim her on my taxes? Only one person may claim a child as a deduction, and only the parent who provides 51% or more of the child's support can claim him/her. The exception is if the custodial parent allows you to claim them by signing Form 8332. The top source below is a guide for non-custodial parents and the second one is Form 8332.	
5	when will power lifting be an Olympic event? At the moment powerlifting is not an Olympic Sport as as far as I can tell it is not being discussed for either Beijing 2008 or London 2012. The only thing I can suggest is see which cities apply for the 2016 Games and then lobby those organising committees	
