label	text1	text2
0	"generally speaking , i 'm a an admirer of jess franco 's film - making but , for some of this movies , i really have difficulties understanding the motivation behind them or even their reason of existence . like this sick puppy , for example . "" sadomania "" has absolutely no cinematic value , it 's poorly made without any sort of plot and featuring some of the most ill - natured sleaze footage ever captured on film . this is another filthy women - in - prison film where rape , lesbian - action and violent torture"	
0	in 1984 , the karate kid had some charm to it , even if it was little more than a poor man 's rocky . alas , producer jerry weintraub failed to realize it was best to leave the story at the point where it had ended , and convinced ralph macchio and pat morita to make an extra effort to turn the film into a trilogy . part iii was the definitive low in the franchise , yet someone must have thought the series still had some potential . what other explanation could there possibly be for the existence	
1	this was truly a heart warming movie . it is filled with so many messages . loyalty , friendship , sickness , death , and the paranoia society has concerning anything they do n't understand . i have shed a few tears during certain movies , but this movie kept the tears flowing .	
1	very sadly , i can relate to this movie , as i 'm 17 , and have yet to be kissed , so i really feel for josie . it 's been a while since seeing this film , but to write this review i re - watched it , and remembered everything i loved about it.<br /><br />drew barrymore is a great actress , and this role suited her really well at the time . the chemistry between sam and josie was really good , and michael vartan was an excellent actor in this.<br /><br />i loved the storyline	
0	the film has no connection with the real life in bosnia in those days . should be more realistic and shows the viewer real traumas that were happening to common people during the war . please see some films of yugoslav authors ( emir kusturica , ljubisa samardzic, ... e.g . bure baruta ( a barrel of powder ) , tito i ja ( tito and me ) , lepa sela lepo gore ( beautiful villages burn beautiful ) , etc ... just this is the real way to know about so called bosnian problem . hollywood is definitive not	
1	"oz was a fantastic show , as long as frequent male nudity does n't turn you off . there was way too much frontal male nudity in this show , more than any other show you 'd see on a porn channel . minus that , it was the best show on tv , and a previous commenter said "" better than prime suspect "" . prime suspect is tom and jerry vs the simpsons . no contest . if you have directv they are now re - running it from the start on channel 101 , they 're at"	
1	i love the premise , but it 's replay value is only for certain parts(the opening scene of course ) . some characters are a bit outrageous , but they are entertaining none the less . i think the ballping sh - t was pushing it . i know it was to show that nick and casey were living foul out in la and to show why casey quit the lifestyle , i just think that the flashback 's story could have been better . also the jamaican guy rapping on the phone is clever and entertaining , but once	
0	actually i 'm still in doubt if there 's anything about this movie i like . as for the story : unrealistic and very exaggerated . the acting was too bad in my opinion . not very likely that antonie kamerling will get a rutger hauer status . some folks will expect it anyway . first let him work on his english pronunciation . if you watch the ' trip ' to paris of these actors ( dvd - extra ) you will most likely want to trow up . advice to beau dorens : stop your acting career ,	
0	" terror in the aisles "" might look like the ultimate treat for horror fans but it has , in fact , very few to offer . granted , it presents a decent and versatile ( too versatile ? ) selection of horror / thriller fragments that are considered classic but ... what 's the point ? this documentary primarily aims for the horror - loving public so we 've pretty much seen all these clips already , have n't we ? the only thing really praiseworthy about this project is the editing . if you 're into scream -"	
0	i 've just watched fingersmith , and i 'm stunned to see the 8/10 average rating for the show.<br /><br />not only was the plot was difficult to follow , but it seems character development was randomly applied.<br /><br />the actors were adequate , but in the process of attempting to create twists and turns , their characters are rendered entirely one dimensional . once this happens , the story really falls flat and becomes tedious.<br /><br />and just in case anyone did n't see the predictable lesbian undertones from miles way , this is hammered home in the most	
1	( spoilers?)<br /><br />i've heard some gripe about the special effects . but that should detract from the movie . the movie is a suspense film . and it 's very good at that . so from that stand point , this movie rocks . franke rocks . enjoy to one 's plastic hearts content . so no complaints for this movie . unless you watch the english dub , which is a total farce . it creates the illusion it 's a b movie . < br /><br />one complaint i do have is the music video on the	
0	"shot in my former home town by a couple of college kids , this movie centers around some freak named "" luther "" . luther , recently paroled ( revealed to us by an arguing parole board in one of the most laughably scenes of all time ) , runs amuck at the local kroger grocery by eating an old woman 's neck with his metal teeth.<br /><br />luther runs to farm where he eats a guy , steals a car , ties up an old woman , and gets chased , and gets killed . oh , and the"	
0	i just get exited when the movie start(because i saw juliette lewis name on the screen).the script seemed very complicated first but as the movie continued , it became understandably clear.i concentrated well on it but the result was disappointing.because the object of sex used too much on the film unnecessarily and it seemed to me that the director ignore ones who has tendency upon opposite sex.in my opinion the well prepared script could n't be embodied.as we look at the cast , the movie promises something in the beginning or i just expected too much ... and finally the	
0	"this film fails on many many levels . the script is the first failing , and as i understand it , if the script stinks , there 's nothing that can fix that . the plot is boring , after the first 45 minutes , i 'm looking at the counter on the dvd saying to myself , "" how much longer ? "" the cinematography is pretty awful . i 'm not sure how bad the transfer was to dvd , but it looked like a vhs copy . also , the sound was bad . i realize this"	
1	this movie from what i remember was such a great movie ! i watched it on television when i was 11 , and could n't remember the title of it . if i remember correctly , i do believe that it was a christmas television movie special . one of my friends at work and i were discussing it several years back , but neither one of us could remember the title . but we did remember almost the entire movie . no one else at work remembered ever seeing it ! thank goodness someone at a tv movie website	
0	"what an atrocity . i am not one to demand total verisimilitude from a movie , but the plot and screenplay of "" killing zoe "" are so artless that i found myself wincing through the entire ( mercifully short ) ninety minutes of the film.<br /><br />readers of these reviews will by now have figured out the plot : zoe , a call girl who falls in love with american safecracker zed , is also an employee at the bank that zed will help rob in a high - stakes bastille day heist.<br /><br />the film strains one 's"	
0	"without a doubt , the biggest waste of film of the year . this movie is poorly structured , sadistic , cruel and filled with unlikable characters . on top of that , and maybe the worst crime , it 's uninteresting and vastly predictable . as soon as bill pullman 's character doodled on the photo changing the word from "" evidence "" to "" violence , "" i had the entire plot figured out . there are no surprises and there is no compelling reason to watch this trash . the only redeeming feature for me is that"	
0	can i just start by saying i 'm a fan of bad movies . and this is a really bad movie . it states on the front 100 passengers , 3000 snakes , but i think it 's more accurate to say 12 passengers and about 20 snakes.<br /><br />the snakes do n't do anything particularly interesting , the whole movie in fact just blunders on with little happening . although there is occasionally a great gore shot of pulsating arms and green goo puke ( bad movies have to have green goo do n't they?).<br /><br />but then the	
0	"why ca n't a movie be rated a zero ? or even a negative number ? some movies such as "" plan nine from outer space "" are so bad they 're fun to watch . this is not one . "" the dungeon of horror "" might be the worst movie i 've ever seen ( some of anyway . i had to fast forward through a lot of it ! ) . fortunately for the indiscretions of my youth and senility of my advancing age , there may be worse movies i 've seen , but thankfully ,"	
0	the plot of this movie revolves around this submarine builder who 's a real bastard and he wants to launch his new sub that can travel thousands of feet deep . unfortunately , he ca n't . oh yeah , and he 's haunted by the memories of his mom and dad getting eaten by a megalodon when he was a child . the guy meets some scientist who s pretty hot , and they and this crew of about a hundred people set out on the main character 's submarine to kill the same megalodon that killed his parents.now	
0	"i will not say much about this film , because there is not much to say , because there is not much there to talk about . the only good thing about this movie is that our favorite characters from "" atlantis : the lost empire "" are back . several of the bad things about this movie are that it has horrible characters , it has horrible comedy , horrible animation , and james arnold taylor trying to copy the wonderful , one and only michael j. fox as milo james thatch . the reasons for my criticisms are"	
1	please why not put this fantastic film on dvd , i have been searching just like the previous writer for years , what s the hold up , or show it on tv . its so underestimated its one of the most romantic and beautifully written books i have ever read , and believe i have read some . i seem to think it was read on radio 4 , but i ca n't find that either . why not try and remake it even , i promise it will be top earner , people love those sorts of stories	
1	spanish director luis buñuel career spanned almost 50 years , from 1929 to 1977 . arguably , his best films were those he made during his exile in mexico - from the late forties to the early 60s . there he had to deal with very cheap budgets , and work in an industry interested mainly in churning commercial movies to unsophisticated audiences , yet he somehow managed to make interesting , thought provoking movies that have stand the test of time . this movie is based on a novel by spanish author benito perez galdos - and the adaptation	
1	i felt cheated out of knowing the whole story . while there could be a twist , this twist was so significant , that i felt betrayed . i believe it could have used a better writer who could weave all the elements of the story together better . the writer could have revealed more of the ' twists ' throughout the movie , rather than all at once at the end . that aside , i believe that the actors did very well with what they had , particularly matt damon , who actually had a little character in	
1	latter days < br /><br />aspect ratio : 1.85:1<br /><br />sound format : stereo < br /><br />trouble flares when an la party boy ( wes ramsey ) falls in love with a handsome mormon missionary ( steve sandvoss).<br /><br />a huge hit on the festival circuit and on limited theatrical release , this likable movie - the feature debut of screenwriter c. jay cox ( sweet home alabama ) - is an exercise in ' opposites attract ' , in which ramsey 's shallow - minded character is changed forever after falling hard for vulnerable beauty sandvoss , who	
1	"this 1955 producers ' showcase version of the musical peter pan with mary martin has the benefit of showcasing most of the original broadway cast , including kathleen nolan as wendy , who was more natural an actress than the girl they hired for the 1960 color televised play . it 's a shame that most people wo n't sit through anything black and white anymore because in many respects this earlier production - which does n't even show up in the imdb listings when you put "" peter pan "" into the search engine ! - is superior to"	
0	i 've heard people compare this movie to sideways . how this comparison was made , i 'll never guess because this movie was in no way comparable to sideways.<br /><br />these 2 films were as different as star wars and the thornbirds . the only thing they had in common at all was they both had wine as a subject.<br /><br />though the interviews in this documentary were semi - interesting , they were ruined by the absolute worst camera work ever ... attempted . i 've never seen worse camera work in my life and i 'm comparing	
1	excellent story with supperb acting by all of the cast . the warmth and insight into who joad represents moved off of the screen and into the heart of this viewer . the frustration 's and tenacity of mother madalyn in her quest to do his work till her last breath was also done with excellance by barbara hershey . the intertwining of the personalities of joad and mother madalyn grew throughout the story line with a breath taking crescendo in the final scene .	
1	"its my favourite film because there 's so much going on that you do n't see at first and so many things that make you wonder "" did kieslowski mean that or is it in my head ? "" for instance - is the judge meant to be god or some supreme being ? < br /><br />also irene jacob as in the double life of veronique is outstanding , there may be a few superficially prettier actresses but none who manage to convey beauty of spirit with physical beauty the way she does.<br /><br />tritingnant also is magnificent without"	
0	this is a typical college comedy and its very average . the story is ok but not very entertaining . its about a unlucky guy named reno who looses his job , gets his car ripped off and then his uncle dies in a stripbar . his got a girlfriend though ( a nice one btw . :-) . anyway this uncle gives him his mansion in la and mercedes as heritage and soon reno and his girlfriend moves to la to this new house . the problem is that they would need some roommates in order to pay the	
0	"i thought "" puppets making crank phone calls "" was pretty low , but i do n't believe that carlos mencia 's show even qualifies as comedy . his main objective is to make the audience incredibly uncomfortable while using the word "" beaner "" as many times as he possible can . i have never felt compelled to write a review declaring the awfulness of anything on imdb before , but i really do hope this show is never renewed or rerun.<br /><br />mencia is trying to be the next dave chapelle , and perhaps he was only hired"	
0	" you got any beans ? beans is good . you just eat them and you go . "" i could n't help but laugh at that bit of dialog . beans are the musical fruit , you know . the more you eat them , the more you go toot , toot , toot.<br /><br />hmmmm ... ok , i can understand why the actors were in this because they needed paychecks to pay their bills with , but i 'm not really too sure what the intentions of the director and the writer were . even after watching"	
1	russian actress tatiana samoilova reminds me so much of the young audrey hepburn and the camera in the cranes are flying seems to love her just as much . she is the focal point of a bittersweet war romance against the background of world war ii in moscow.<br /><br />the film is almost poetic in its gorgeous b&w cinematography which was the main reason for watching the film in the first place , since i had never heard of it and decided to give it a try when it aired on tcm.<br /><br />it 's a very moving love story	
0	this movie was so poorly acted . what was with jeff bridges accent , horrible and unbelievable . was it supposed to be french , scandinavian?the script was lame . to have the heroine trip over the grave of her boyfriend while running from the jeff bridges character ... are you kidding me ? how convenient that jeff brings his dirty shovel in the house after he disposes of bodies in his lawn . do these people just not believe in calling the cops ? okay ... i'll get into the car with you , why not ? duh !	
1	"a charming movie enhanced by the musical and vocal background , especially during the competition . my understanding is that there was never a soundtrack but could you , through your sources , advise me where i might get information on the singer and the likelihood of getting a copy of the song he sang . your help would be appreciated . the song really touched me and my wife and we would like to secure a copy wherever possible so that we might play it as background music when we have our family and friends over for our """	
1	"my reaction to this remake of "" the italian job "" is probably hopelessly mixed up with the events occurring in my life when i saw it ; this is the first movie i saw after i had just landed a job after 8 months of unemployment and going back to school for retraining . money was still tight , but i no longer had to choose between seeing a movie in the theaters and paying bills ( or eating lunch ) , and the sense of relief and gratitude i was feeling at the time was enormous . in"	
1	it 's just one of those films , you 're either love it or hate it , my girlfriend and me loved it , told my brother to rent it and he hated it , said it was too flashy and colloquial , then again he only usually goes to see big action movies , so probably not enough explosions left him disappointed . there were some great new talent ( i 'd never heard of the leads before anyway ) ? des brady ( the directors brother ? ) was especially good . playing a right dick at the	
0	the attic starts off well . the somewhat dreary story is helped greatly by the two main actors and there 's a semblance of a character study going on here but the film goes downhill fast when carrie snodgress ' character buys a monkey . not one of those cute little monkeys . she buys a real big chimpanzee!!!<br /><br />this sudden plot device basically kills the movie . it 's just not conceivable for a woman like the one snodgress plays , who has a hard time doing anything because of her domineering father , for her to ,	
1	kramer vs. kramer is one film to hold on too and not forget . it is n't one of the most popular films ever made and is certainly one of the weakest best picture films , but it does not mean it still is n't important . i thought the movie was well done and made you just want to watch more and more of it . the performances were the best positive for the film and dustin hoffman played one of his best roles he 's ever done as the lonely workaholic who has to take care of his	
0	"when i read the reviews of kahin pyaar na ho jaaye , i thought , "" huh ? "" . it was that confusing . to be sure , i went to watch the film and what do you know ? it 's a remake of "" the wedding singer "" . several scenes have been changed to suit the whole essence of indianness , but the rest of it is a direct lift from the 1998 hollywood hit . bollywood is no stranger to remakes , but this is one so poor that it pains me just to watch"	
0	"now and again , a film comes around purely by accident that makes you doubt your sanity . we just finished studying the novel , "" northanger abbey "" , at school and decided to refresh our memory of this unexciting piece of humourless garbage with the bbc adaptation.<br /><br />the funny thing about northanger abbey is that it actually makes you want to kill yourself . the film is nothing like the book , for example , the subtly evil characters seem to have been turned into transparent stereotypes . john thorpe looks like a leprechaun on acid while"	
1	never had i seen such a powerful true story movie . i discovered a city , a country , a lost revolution and even a nobel prize winner thanks to this masterpiece of cinema.<br /><br />if you have n't seen this movie , you ca n't say you 've seen anything .<br /><br />a great lesson of courage , humility and life.<br /><br />i have n't seen anything as good since.<br /><br />t.e. saturday , january 9th , 1999	
0	i went to see this movie at the theater and paid money thinking it would be at least mildly entertaining . the only thing i enjoyed about it was when robin williams crashes into the car at the bottom of the hill , and the end , when he seems to get killed . glenn close was obnoxious , and she obviously did not seem old enough to be garp 's mother . a mother like garp 's would have had her kids taken away by the department of children and families . < br /><br />robin williams and his	
0	"robin williams is excellent in this movie and it is a pity the material is not enough of a match for him . this may work if you buy into the "" u - s - a ! number one ! "" mentality but story wise nothing much happens . quite a shame really since the movie is really trying to say something , and says it sincerely . it just does n't pack enough emotional punch ."	
0	i really liked this quirky movie . the characters are not the bland beautiful people that show up in so many movies and on tv . it has a realistic edge , with a captivating story line . the main title sequence alone makes this movie fun to watch .	
0	the first two movies of this series excelled for their footage of the natural world and ordinary people stuck in the midst of society . this movie does n't have any of that natural footage , which i understand is part of the point , but it really makes the entire video component of the film seem like random images stuck together-- ones and zeroes flying around , computer models of human skeletons , and so forth . occasionally the stock footage is put to good effect ( the nationalism / finance segment around 35:00 ) , but usually it	
0	"i have just written a comment to "" aces high "" ( 1976 ) and that remind me of this film which i watched as kid when it was released ; since then i have watched it only once and that was more than enough . as kevin well says "" it is a complete waste of time "" . apart from the dog - fights which are nicely done the rest is a sequence of badly patched scenes with actors struggling with a lousy script and equally lousy direction . i do not remember the silly german accents mentioned"	
1	when i first heard that this movie was going to be made , i was very excited to see it . the ideas to make a movie of this caliber , as good as it was , must have been very difficult . i was n't really sure if anyone could encompass all of the pope 's many amazing qualities in a movie , but the movie did his memory justice . in my opinion the most important task was to reveal to the people who the pope started out as . to his days in poland , all the	
1	this is a film that every child should see before they grow and get distorted often passed down ideas from generation to generation of family . i grew up in two different places although only 20 miles apart . i went to school & had friends of every color creed & religion for the first 8 years of my life . then i moved to hillbilly country ( although not anymore ) where it was very unusual to even have one african - american kid in your class . my graduating class in high school had 2 or 3 african	
1	this movie blew me away - i have only seen two episodes of the show , never saw the first movie , but went to a pre - screening where johnny knoxville himself introduced the movie , telling us to ' turn off our sense of moral judgment for an hour and a half . ' he was right . as a movie , this would probably rate a 2 , given it has zero plot , no structure besides randomness , and very little production value . however , that is n't the point . everyone in our theatre	
1	this show was a pleasant surprise after watching mad tv on a saturday night . spike is an excellent host that you can tell is still getting used to it but he is doing great adjusting to his new job . i can imagine it being a difficult transition from writer(seinfeld ) to host however , unlike a lot of new talk show hosts he does not let airtime ride while trying to figure out what to do next . he is quick - minded and each segment and section rolls into one another smoothly . it also does n't	
0	from kreestos : < br /><br />the dialog is terrible , awful , drivel . acting poor . many plot flaws . i do n't recommend this at all.<br /><br />from wikipedia:<br /><br />artistic licenses the working manuscript of the score is attributed to two copyists [ 1 ] , both of whom were male , not female as depicted in the film.<br /><br />the copyists neither contributed to nor altered the score . in fact , they were berated by beethoven for any deviation that occurred from the original score.<br /><br />the movie is set in 1824 during the	
0	i was n't so impressed with this film , finding it quite tiresome and plain . the plot line was interesting , a kid creating his own college and enrolling hundreds of kids , but the laughs were few and far between . the jokes were n't really funny and i did n't bust a gut at any of the scenes . the characters were n't intriguing and i did n't feel for any of them , even the dawky , fat kid with glasses who tried to enter the frat group . it was a good first watch ,	
1	"i ca n't imagine why it has n't been theatrically released yet . it 's got a great ensemble cast , with sutherland , lane , and especially chris evans doing spectacular work . wake up , studio execs!<br /><br />the story is based upon the experiences of the author / screenwriter , growing up as the "" poor kid "" in an extremely affluent community , where class is everything , and makes a difference in every aspect of life , from clothing to justice.<br /><br />during the film 's q&a , the author was asked about his experiences"	
1	"long ago and far away they knew how to make a musical and "" cover girl "" is no exception to the rule.<br /><br />a story of a dancer in a nightclub who becomes a cover girl and famous . the old adage applies here- that happiness and fame always do n't mix.<br /><br />the dance routines are marvelously choreographed . what dancing and chemistry between rita hayworth and gene kelly.<br /><br />otto kruger is the older gentleman who discovers hayworth , when he sees her picture that shows a strong resemblance to the woman who left him at the"	
0	watching this film made me wonder , just why was universal putting out films like this ? they had a wonderful string of films with all the classic horror films . the dawning of the atomic age brought on an onslaught of giant creature films . spiders , ants , praying mantis ' . with the deadly mantis , we have a giant praying mantis flying around the arctic , scaring eskimos , and being hounded by the armed forces . the bug reaches a tunnel in new york where the soldiers eventually destroy it . of course , this	
0	"a little while ago , i stumbled upon this dvd while browsing netflix , and with such an impressive cast , decided to give it a go.<br /><br />never before have i seen a movie try to be a new version of an existing great movie ( scarface ) and failing so spectacularly.<br /><br />the main issue seems to be a complete misunderstanding of what the story should be . in scarface , tony montana was the self - proclaimed "" bad guy . "" his spectacular rise and eventual downfall was n't sad , it was a great ("	
0	i 'm not bothered by the sleazy hosts , nor am i bothered by the cynical , self - righteous stance the makers of this crap take.<br /><br />what i am bothered about is that the vast majority of the episodes are fake . i would n't even be surprised if all of the episodes were staged . hence this is n't a reality show but something far worse even than oprah : garbage television with zero comma zero appeal . like daily tv soap opera but with more action and fighting and less plot.<br /><br />the premise would have	
0	i recently watched this film on the sundance channel and it kept me interested from the start . however , it seems to take forever getting itself where it wants to go and in the end , i felt somewhat cheated . in a nutshell , noble willingham ( of walker , texas ranger fame ) plays a boat salesman who starts getting harassed by telephone from a man claiming to be his son . according to the mysterious caller , willingham has a dark , dirty little secret that affects the son and he ( the son ) is	
1	"sacha baron cohen is a genius . and this movie is good ! although the film does n't nearly reach the quality of the tv - show , it 's still very funny and has some seriously wicked moments ! i 've liked ali g since the first time i saw the material from the show . i think he 's one of the best comedy characters of all time .. up there with say , peter dragon ( "" action "" ) and the blues brothers . biggest surprise with this film was that they 've actually got some"	
1	"when i first saw this film on video in a department store ... it intrigued me . considering the fact that i thought i was in love and i was the same age as the youths in this film at the time ( although i realize they are now old enough to be my parents ) , plus the soundtrack being written by elton john & bernie taupin just before they "" made it big "" here in north america ... i figured i had nothing to lose in buying it . i was not disappointed.<br /><br />so far ,"	
1	when i first saw this show , i was 9 , and it caught my attention right away when stewie was trying to call lois on the phone in the hotel . i laughed and kept on watching . when the episode was finished , i wrote down the name of the cartoon and watched it regularly . this separates itself from the simpsons and other shows on say , cartoon network because the jokes are more mature , not too much , but it 's tv-14 for a reason . the quick film cuts after each punch line and	
1	putney swope is the story of a token black man on the board of directors of a large advertising firm who is accidentally voted chairman of the board when the owner of the firm keels over while trying to stutter out an idea that he was apparently quite excited about . putney , of course , takes his new role to heart and fires most everyone in the agency , hires a new crew ( all black except for a token white guy ) and proceeds to crank out the most offensive and non - pc commercials one could ever	
1	where to begin , i like the scary snow - monster named jack frost . the whole concept works well for me , we thought he 'd be back and he was . changing the local to a tropical resort works . seeing old friends and meeting new characters . scott macdonald does a great job as jack frost , you can tell when an actor has fun playing a villain , you can see it or in this case hear it in the performance . yup , jack frost 2 is a welcomed sequel that is better then the	
1	out of all the mafia movies i have ever seen this is one of the best for many reasons . the acting from pesci , cortese and vincent . the story is one of the best ever ( in the mafia genre ) , as it realistic . the characters are people that lots of other people can relate to . this movie is also great as it 's dialogue is good . it also has very realistic fights and action scenes . this movie also launched the careers of pesci and vincent . if it were n't for the	
0	"terrible . the only way i could even begin to consider it funny is if it made fun of itself . "" amazing . it 's about an ass that fights crime . and he drinks / smokes ! how very funny ! it 's funny because where most people put things in their mouth , he puts them in himself ! and now he 's getting sexual service from some lady ! this show is so great ! "" that is what i would have to say if i liked the show , though i 'm sure you can"	
1	i usually have a difficult time watching a tv movie , the extra long commercial breaks will break my concentration and i give up and find a good book . this one however made me put up with the adds and stay with it to the end . i realize the movie was based on a true story but it was not brought out why it took so long to find denny ? they had his name and i would presume his social security number . while he did move around a lot it would seem he would be found	
1	"this bravo special is one of the most purely entertaining things i 've ever seen on tv . unlike me first & the gimme gimmes ( the worlds foremost punk - supergroup / cover - band ) , the dan band really must be seen to be appreciated.<br /><br />on paper , the dan band is just a one - joke act- guy sings girly songs and inserts gratuitous profanity into the lyrics . if you listen to their "" dan band live "" cd , that 's all you 'll get , and it 'll get old quick ."	
0	"... out of this movie.<br /><br />sorry to say , this showed at the cleveland international film festival . our copy did not have subtitles , so i asked the festival crew if there was a problem with the print received . "" not so ... "" i was told . "" the director wants it this way "" . < br /><br />again , sorry to say , my french is barely high school elective level ( more than 3 decades ago ) . much of the initial dialog is in french , so i 'm sure i missed"	
1	"this movie is quite better than the first one "" astérix et obelix contre césar "" , but it is far away from perfection . the adaptation of the comic book is good , some of the pictures and the dialogs of the movie are the same as in the book . but there 's few things that made the movie not as interresting as the animated movie released in 1968 . for example the fighting between numerobis and amonbofis . this was n't necessary or even credible , either for the little love story of astérix . there were"	
0	the only reason i bought the dvd was to satisfy my curiosity about the scene when liz ( kim basinger ) strips to the music of joe cocker : you can leave your hat on ! that was the best part of the whole film . not because the scene was any good ; only the song . i am not saying it was a terribly bad film just not that good . disappointingly so!<br /><br />especially when the exploration of male and female sexuality could have been expanded upon . instead of expanding on the dangerous side of lust	
1	"normally , movies stay out of the realm of "" domestic drama , "" and for good reason : who wants to intentionally seek entertainment from a story about what they or those close to them have to deal with in real life ? divorce hurts an incredible percentage of american families of all classes and custody battles are ugly and necessary parts of it . that 's not escapism -- the number one reason the average person turns to movies -- that 's sad reality . < br /><br />normally , divorce or custody is simply part of a"	
0	bela lugosi is a real enigma . in the early 1930s , he was on top of the world after appearing in dracula . yet , again and again , he made lousy decisions regarding his career . perhaps he had a bad agent , perhaps his drinking and drug use had a part in it or maybe he was just crazy . regardless , he ruined his reputation by appearing in pretty much any film -- ranging from excellent horror films ( such as the raven ) to big - budget flicks ( like ninotchka ) to grade -	
1	this film is wonderful example of the quality dramas that channel 4 and the bbc have produced over the years . ted danson delivers a powerful performance of a man tormented by memories noone will accept , and a society that believes he is insane . it is a remarkable performance by a man most known for his role in cheers , a tv comedy sitcom . the supporting cast are all very well chosen , not least mary steenbergen , danson 's wife , who acts the part of gulliver 's wife in the film . but above all	
0	"the giant claw is in fierce competition with films like , ' robot monster ' and ' plan 9 from outer space ' for worst film of all time . a phony looking giant vulture attacks ' lionel trains ' in this completely unconscious film . the script is so bad that everything the characters say to one another is ridiculous . it 's no wonder that this film is a prime target in the movie , "" it came from hollywood , "" where this gem is hammered for the line , ' a bird as big as a"	
1	"this movie is brilliant.<br /><br />i do n't remember this movie even being in theaters , so thinking it was a "" straight to dvd "" i have fairly low expectations , even though i am a big fan of mike judge . it has some of the same kind of comic future satire as "" brazil "" and "" demolition man "" , but taken to the next level.<br /><br />then i saw the cast ; luke wilson , maya rudolph and dax shepard , who were all brilliant in their roles.<br /><br />needless to say , this movie"	
1	where do i begin ? i first saw this film in 1995 and had no idea of what to expect , i was actually at the time searching out films that elijah wood had starred in and this one had come highly recommended . i sat down and watched the film once and did n't know what to think . i watched it a second time a few days later and the floodgates just opened . never before in my life had i ever really cried while watching a film , and i was blubbing , every high and low	
1	i originally seen the flash gordon serial on pbs , and thought it was fun and awesome , i overlooked the special effects of the rocket ships with sparklers , and the big dragon monster with lobster claws , who cares this is 1936 and it was a serial , so each week they would show a new chapter , buster crabbe played flash gordon 3 times , in all 3 serials.then in 1939 he played buck rogers , in 1933 he played tarzan the fearless.he was a very busy actor.beautiful jean rogers played sexy dale arden.frank shannon as professor	
0	this movie is very modern and forward . it is about 75 % in english . it is aimed at english - speaking multiplex - going young audience . basic plot is similar to ddlj . acting is below average.<br /><br />unfortunately they are portraying a wrong picture and setting a bad example for the youngsters . tanisha is shown drinking from a bottle , or taking shots of tequila about 5 - 6 times in the movie . the director does not even acknowledge she is an alcoholic and has a drinking problem . all through the movie she	
1	this is definitely the biggest surprise of the festival so far and without a doubt the best the festival has had to offer . i went into this film with little to no expectations after learning that the director was responsible for the awful vampire flick the forsaken . and i left pleasantly surprised . the film stars lori heuring of in crowd fame as a young mother whose husband has just passed . she moves into an old family home in the mountains with her two daughters next to a mine that is a gravesite to overworked children back	
1	"no pun intended . i 'm not going to spoil anything about the story , but it 's safe to assume that you already know , what kind of character the main actor portrays . and of course being a priest while being "" naughty "" exaggerates all that . plus this is the most erotic movie from park chan wook yet.<br /><br />if you have seen wook 's previous works / movies you know he is very visual ( in a good way ) and it shows again here . while it strays away from the vengeance theme of"	
0	this is one of those movies that go out of print and are very expensive on ebay . this movie is a little - known , fairly amateurish flick that has the strong advantage of being the only movie that shannon doherty appears in multiple nude scenes ( looking very seductive , i might add ) . it also has the minor advantage of being popular in the fetish shannon doherty and smoking fetish arenas . it 's a fairly mediocre attempt at a horror / drama / whodunit movie . it tries a little misdirection , but you can	
1	"from the opening sequence , filled with black and white shots reminiscent of gordan parks photos , this film draws the viewer into a feeling of artistic renaissance . the backdrop of a poetry cafe aptly named , "" the sanctuary , "" provides just that . the jazz that permeates the film and the cinematography will seduce you.<br /><br />this story of love actually allows love to grow , to evolve , and ultimately mature , a rarity in hollywood . everyone can identify with some stage of their journey towards each other . this tale of two artist"	
1	if family guy offends you or you simply do n't get the humor , unfortunately this show is making fun of you and the masses of overly religious , dull , and politically correct people in america . so put your morals aside and have fun with this show . fg is a hilarious mind opener on the reality of today 's society . whoever said this show is for a young immature audience is very mistaken . with all the references to old movies and politics 10 - 80 years ago , i could n't imagine any young immature	
0	"on halloween a town is terrorized by a lunatic with a big pumpkin for a head . bad acting compromised mostly of local talent and laughable special effects makes this one baaaaad . b - movie queen linnea quigley looks embarrassed to be a part of this one and even her considerable charm which has helped so many of her other films ca n't help this one . pass this cheesy flick if you are looking for a good halloween horror film and rent "" night of the demons "" which also stars ms. quigley ."	
1	on many levels it 's very good . in fact , considering that this was a low - budget british indie by a first time feature - director with a largely neophyte cast , it 's a magnificent achievement . i do n't know how much it cost . the figure of £ 8,000 was bandied about in publicity but you never know how reliable a figure like that is . the point is that this film looks like it cost a couple of million quid and it clearly cost a tiny fraction of that great special effects , terrific	
1	"who said it had to be believable ? do yourself a favor and turn off your ration before you sit down to view this film . you 'll enjoy the experience much more . you 'll find yourself forgiving some of the movie 's more outlandish plot set - ups , and simply accepting it for what it is -- a great family film . i appreciated not having to be concerned about "" questionable elements "" in a children 's film for once . that , to me , is worth the price of the ticket . and it"	
1	over 21 the film version of the ruth gordon play which detailed her experiences trying to keep the marriage together with garson kanin after he 'd gone in the service provides irene dunne with one of her better later roles on the big screen . it 's also in keeping with what was then an upbeat spirit in america about how we would not screw up the peace as we did in the first world war and sow the seeds of yet another global conflict.<br /><br />the play ruth gordon wrote and starred in herself ran for 221 performances in	
